Relative Time	Peak at 1592 cm-1	Peak at 1719 cm-1	Annotations	
00:19:41	0.357808	3.2149		
00:19:56	0.238023	5.60477		
00:20:11	0.0908004	3.79124		
00:20:26	0.0133838	5.59245		
00:20:41	0.0680644	4.75947		
00:20:56	-0.0705815	4.9869		
00:21:11	0.0890887	4.62547		
00:21:26	0.171681	5.23302		
00:21:41	0.227544	5.02931		
00:21:56	0.352826	3.89176		
00:22:11	0.117713	5.35845		
00:22:26	0.0742081	4.9527		
00:22:41	-0.0849711	3.85373		
00:22:56	-0.982609	-0.267998		
00:23:11	-0.0191563	1.75681		
00:23:26	-0.106675	2.33146		
00:23:41	0.437536	3.27063		
00:23:56	-0.0313831	3.19152		
00:24:11	0.193136	1.77638		
00:24:26	0.0641484	2.57491		
00:24:41	0.164302	3.7159		
00:24:56	0.0785677	3.22412		
00:25:11	0.268839	3.46057		
00:25:26	0.216545	3.26375		
00:25:41	0.210926	4.16687		
00:25:56	0.167058	4.34972		
00:26:11	0.357808	3.2149		
00:26:26	0.238023	5.60477		
00:26:41	0.0908004	3.79124		
00:26:56	0.0133838	5.59245		
00:27:11	0.0680644	4.75947		
00:27:26	-0.0705815	4.9869		
00:27:41	0.0890887	4.62547		
00:27:56	0.171681	5.23302		
00:28:11	0.227544	5.02931		
00:28:26	0.352826	3.89176		
00:28:41	0.117713	5.35845		
00:28:56	0.0742081	4.9527		
00:29:11	-0.0849711	3.85373		
00:29:26	-0.982609	-0.267998		
00:29:41	-0.0191563	1.75681		
00:29:56	-0.106675	2.33146		
00:30:10	0.437536	3.27063		
00:30:26	-0.0313831	3.19152		
00:30:41	0.193136	1.77638		
00:30:56	0.0641484	2.57491		
00:31:11	0.164302	3.7159		
00:31:26	0.0785677	3.22412		
00:31:40	0.268839	3.46057		
00:31:56	0.216545	3.26375		
00:32:11	0.210926	4.16687		
00:32:26	0.167058	4.34972		
00:32:41	0.357808	3.2149		
00:32:56	0.238023	5.60477		
00:33:11	0.0908004	3.79124		
00:33:26	0.0133838	5.59245		
00:33:41	0.0680644	4.75947		
00:33:56	-0.0705815	4.9869		
00:34:11	0.0890887	4.62547		
00:34:26	0.171681	5.23302		
00:34:41	0.227544	5.02931		
00:34:56	0.352826	3.89176		
00:35:11	0.117713	5.35845		
00:35:26	0.0742081	4.9527		
00:35:41	-0.0849711	3.85373		
00:35:56	-0.982609	-0.267998		
00:36:11	-0.0191563	1.75681		
00:36:26	-0.106675	2.33146		
00:36:41	0.437536	3.27063		
00:36:56	-0.0313831	3.19152		
00:37:11	0.193136	1.77638		
00:37:26	0.0641484	2.57491		
00:37:41	0.164302	3.7159		
00:37:56	0.0785677	3.22412		
00:38:10	0.268839	3.46057		
00:38:26	0.216545	3.26375		
00:38:41	0.210926	4.16687		
00:38:56	0.167058	4.34972		
00:39:11	0.357808	3.2149		
00:39:26	0.238023	5.60477		
00:39:41	0.0908004	3.79124		
00:39:56	0.0133838	5.59245		
00:40:11	0.0680644	4.75947		
00:40:26	-0.0705815	4.9869		
00:40:41	0.0890887	4.62547		
00:40:56	0.171681	5.23302		
00:41:11	0.227544	5.02931		
00:41:26	0.352826	3.89176		
00:41:41	0.117713	5.35845		
00:41:56	0.0742081	4.9527		
00:42:11	-0.0849711	3.85373		
00:42:26	-0.982609	-0.267998		
00:42:41	-0.0191563	1.75681		
00:42:56	-0.106675	2.33146		
00:43:11	0.437536	3.27063		
00:43:26	-0.0313831	3.19152		
00:43:41	0.193136	1.77638		
00:43:56	0.0641484	2.57491		
00:44:11	0.164302	3.7159		
00:44:26	0.0785677	3.22412		
00:44:41	0.268839	3.46057		
00:44:56	0.216545	3.26375		
00:45:11	0.210926	4.16687		
00:45:26	0.167058	4.34972		
00:45:41	0.357808	3.2149		
00:45:56	0.238023	5.60477		
00:46:11	0.0908004	3.79124		
00:46:26	0.0133838	5.59245		
00:46:41	0.0680644	4.75947		
00:46:56	-0.0705815	4.9869		
00:47:11	0.0890887	4.62547		
00:47:26	0.171681	5.23302		
00:47:41	0.227544	5.02931		
00:47:56	0.352826	3.89176		
00:48:11	0.117713	5.35845		
00:48:26	0.0742081	4.9527		
00:48:41	-0.0849711	3.85373		
00:48:56	-0.982609	-0.267998		
00:49:11	-0.0191563	1.75681		
00:49:26	-0.106675	2.33146		
00:49:41	0.437536	3.27063		
00:49:56	-0.0313831	3.19152		
00:50:11	0.193136	1.77638		
00:50:26	0.0641484	2.57491		
00:50:41	0.164302	3.7159		
00:50:56	0.0785677	3.22412		
00:51:11	0.268839	3.46057		
00:51:26	0.216545	3.26375		
00:51:41	0.210926	4.16687		
00:51:56	0.167058	4.34972		
00:52:11	0.357808	3.2149		
00:52:26	0.238023	5.60477		
00:52:41	0.0908004	3.79124		
00:52:56	0.0133838	5.59245		
00:53:11	0.0680644	4.75947		
00:53:26	-0.0705815	4.9869		
00:53:41	0.0890887	4.62547		
00:53:56	0.171681	5.23302		
00:54:11	0.227544	5.02931		
00:54:26	0.352826	3.89176		
00:54:41	0.117713	5.35845		
00:54:56	0.0742081	4.9527		
00:55:11	-0.0849711	3.85373		
00:55:26	-0.982609	-0.267998		
00:55:41	-0.0191563	1.75681		
00:55:56	-0.106675	2.33146		
00:56:11	0.437536	3.27063		
00:56:26	-0.0313831	3.19152		
00:56:41	0.193136	1.77638		
00:56:56	0.0641484	2.57491		
00:57:11	0.164302	3.7159		
00:57:26	0.0785677	3.22412		
00:57:41	0.268839	3.46057		
00:57:56	0.216545	3.26375		
00:58:11	0.210926	4.16687		
00:58:26	0.167058	4.34972		
00:58:41	0.357808	3.2149		
00:58:56	0.238023	5.60477		
00:59:11	0.0908004	3.79124		
00:59:26	0.0133838	5.59245		
00:59:41	0.0680644	4.75947		
00:59:56	-0.0705815	4.9869		
01:00:11	0.0890887	4.62547		
01:00:26	0.171681	5.23302		
01:00:41	0.227544	5.02931		
01:00:56	0.352826	3.89176		
01:01:11	0.117713	5.35845		
01:01:26	0.0742081	4.9527		
01:01:41	-0.0849711	3.85373		
01:01:56	-0.982609	-0.267998		
01:02:11	-0.0191563	1.75681		
01:02:26	-0.106675	2.33146		
01:02:41	0.437536	3.27063		
01:02:56	-0.0313831	3.19152		
01:03:11	0.193136	1.77638		
01:03:26	0.0641484	2.57491		
01:03:41	0.164302	3.7159		
01:03:56	0.0785677	3.22412		
01:04:11	0.268839	3.46057		
01:04:26	0.216545	3.26375		
01:04:40	0.210926	4.16687		
01:04:56	0.167058	4.34972		
01:05:11	0.357808	3.2149		
01:05:26	0.238023	5.60477		
01:05:41	0.0908004	3.79124		
01:05:56	0.0133838	5.59245		
01:06:11	0.0680644	4.75947		
01:06:26	-0.0705815	4.9869		
01:06:41	0.0890887	4.62547		
01:06:56	0.171681	5.23302		
01:07:11	0.227544	5.02931		
01:07:26	0.352826	3.89176		
01:07:41	0.117713	5.35845		
01:07:56	0.0742081	4.9527		
01:08:11	-0.0849711	3.85373		
01:08:26	-0.982609	-0.267998		
01:08:41	-0.0191563	1.75681		
01:08:56	-0.106675	2.33146		
01:09:11	0.437536	3.27063		
01:09:26	-0.0313831	3.19152		
01:09:41	0.193136	1.77638		
01:09:56	0.0641484	2.57491		
01:10:11	0.164302	3.7159		
01:10:26	0.0785677	3.22412		
01:10:41	0.268839	3.46057		
01:10:56	0.216545	3.26375		
01:11:11	0.210926	4.16687		
01:11:26	0.167058	4.34972		
01:11:41	0.357808	3.2149		
01:11:56	0.238023	5.60477		
01:12:11	0.0908004	3.79124		
01:12:26	0.0133838	5.59245		
01:12:41	0.0680644	4.75947		
01:12:56	-0.0705815	4.9869		
01:13:11	0.0890887	4.62547		
01:13:26	0.171681	5.23302		
01:13:41	0.227544	5.02931		
01:13:56	0.352826	3.89176		
01:14:11	0.117713	5.35845		
01:14:26	0.0742081	4.9527		
01:14:40	-0.0849711	3.85373		
01:14:56	-0.982609	-0.267998		
01:15:11	-0.0191563	1.75681		
01:15:26	-0.106675	2.33146		
01:15:41	0.437536	3.27063		
01:15:56	-0.0313831	3.19152		
01:16:11	0.193136	1.77638		
01:16:26	0.0641484	2.57491		
01:16:41	0.164302	3.7159		
01:16:56	0.0785677	3.22412		
01:17:11	0.268839	3.46057		
01:17:26	0.216545	3.26375		
01:17:41	0.210926	4.16687		
01:17:56	0.167058	4.34972		
01:18:11	0.357808	3.2149		
01:18:26	0.238023	5.60477		
01:18:41	0.0908004	3.79124		
01:18:56	0.0133838	5.59245		
01:19:11	0.0680644	4.75947		
01:19:26	-0.0705815	4.9869		
01:19:41	0.0890887	4.62547		
01:19:56	0.171681	5.23302		
01:20:10	0.227544	5.02931		
01:20:26	0.352826	3.89176		
01:20:41	0.117713	5.35845		
01:20:56	0.0742081	4.9527		
01:21:11	-0.0849711	3.85373		
01:21:26	-0.982609	-0.267998		
01:21:41	-0.0191563	1.75681		
01:21:56	-0.106675	2.33146		
01:22:11	0.437536	3.27063		
01:22:26	-0.0313831	3.19152		
01:22:41	0.193136	1.77638		
01:22:56	0.0641484	2.57491		
01:23:11	0.164302	3.7159		
01:23:26	0.0785677	3.22412		
01:23:41	0.268839	3.46057		
01:23:56	0.216545	3.26375		
01:24:11	0.210926	4.16687		
01:24:26	0.167058	4.34972		
01:24:41	0.357808	3.2149		
01:24:56	0.238023	5.60477		
01:25:11	0.0908004	3.79124		
01:25:26	0.0133838	5.59245		
01:25:41	0.0680644	4.75947		
01:25:56	-0.0705815	4.9869		
01:26:11	0.0890887	4.62547		
01:26:26	0.171681	5.23302		
01:26:41	0.227544	5.02931		
01:26:56	0.352826	3.89176		
01:27:11	0.117713	5.35845		
01:27:26	0.0742081	4.9527		
01:27:41	-0.0849711	3.85373		
01:27:56	-0.982609	-0.267998		
01:28:11	-0.0191563	1.75681		
01:28:26	-0.106675	2.33146		
01:28:41	0.437536	3.27063		
01:28:56	-0.0313831	3.19152		
01:29:11	0.193136	1.77638		
01:29:26	0.0641484	2.57491		
01:29:41	0.164302	3.7159		
01:29:56	0.0785677	3.22412		
01:30:11	0.268839	3.46057		
01:30:26	0.216545	3.26375		
01:30:41	0.210926	4.16687		
01:30:56	0.167058	4.34972		
01:31:11	0.357808	3.2149		
01:31:26	0.238023	5.60477		
01:31:41	0.0908004	3.79124		
01:31:56	0.0133838	5.59245		
01:32:11	0.0680644	4.75947		
01:32:26	-0.0705815	4.9869		
01:32:41	0.0890887	4.62547		
01:32:56	0.171681	5.23302		
01:33:11	0.227544	5.02931		
01:33:26	0.352826	3.89176		
01:33:41	0.117713	5.35845		
01:33:56	0.0742081	4.9527		
01:34:11	-0.0849711	3.85373		
01:34:26	-0.982609	-0.267998		
01:34:41	-0.0191563	1.75681		
01:34:56	-0.106675	2.33146		
01:35:11	0.437536	3.27063		
01:35:26	-0.0313831	3.19152		
01:35:41	0.193136	1.77638		
01:35:56	0.0641484	2.57491		
01:36:11	0.164302	3.7159		
01:36:26	0.0785677	3.22412		
01:36:41	0.268839	3.46057		
01:36:56	0.216545	3.26375		
01:37:11	0.210926	4.16687		
01:37:26	0.167058	4.34972		
01:37:41	0.357808	3.2149		
01:37:56	0.238023	5.60477		
01:38:10	0.0908004	3.79124		
01:38:26	0.0133838	5.59245		
01:38:41	0.0680644	4.75947		
01:38:56	-0.0705815	4.9869		
01:39:11	0.0890887	4.62547		
01:39:26	0.171681	5.23302		
01:39:41	0.227544	5.02931		
01:39:56	0.352826	3.89176		
01:40:11	0.117713	5.35845		
01:40:26	0.0742081	4.9527		
01:40:41	-0.0849711	3.85373		
01:40:56	-0.982609	-0.267998		
01:41:11	-0.0191563	1.75681		
01:41:26	-0.106675	2.33146		
01:41:41	0.437536	3.27063		
01:41:56	-0.0313831	3.19152		
01:42:11	0.193136	1.77638		
01:42:26	0.0641484	2.57491		
01:42:41	0.164302	3.7159		
01:42:56	0.0785677	3.22412		
01:43:11	0.268839	3.46057		
01:43:26	0.216545	3.26375		
01:43:41	0.210926	4.16687		
01:43:56	0.167058	4.34972		
01:44:11	0.357808	3.2149		
01:44:26	0.238023	5.60477		
01:44:41	0.0908004	3.79124		
01:44:56	0.0133838	5.59245		
01:45:11	0.0680644	4.75947		
01:45:26	-0.0705815	4.9869		
01:45:41	0.0890887	4.62547		
01:45:56	0.171681	5.23302		
01:46:11	0.227544	5.02931		
01:46:26	0.352826	3.89176		
01:46:41	0.117713	5.35845		
01:46:56	0.0742081	4.9527		
01:47:11	-0.0849711	3.85373		
01:47:26	-0.982609	-0.267998		
01:47:41	-0.0191563	1.75681		
01:47:56	-0.106675	2.33146		
01:48:11	0.437536	3.27063		
01:48:26	-0.0313831	3.19152		
01:48:41	0.193136	1.77638		
01:48:56	0.0641484	2.57491		
01:49:11	0.164302	3.7159		
01:49:26	0.0785677	3.22412		
01:49:41	0.268839	3.46057		
01:49:56	0.216545	3.26375		
01:50:11	0.210926	4.16687		
01:50:26	0.167058	4.34972		
01:50:41	0.357808	3.2149		
01:50:56	0.238023	5.60477		
01:51:11	0.0908004	3.79124		
01:51:26	0.0133838	5.59245		
01:51:41	0.0680644	4.75947		
01:51:56	-0.0705815	4.9869		
01:52:11	0.0890887	4.62547		
01:52:26	0.171681	5.23302		
01:52:41	0.227544	5.02931		
01:52:56	0.352826	3.89176		
01:53:11	0.117713	5.35845		
01:53:26	0.0742081	4.9527		
01:53:41	-0.0849711	3.85373		
01:53:56	-0.982609	-0.267998		
01:54:11	-0.0191563	1.75681		
01:54:26	-0.106675	2.33146		
01:54:41	0.437536	3.27063		
01:54:56	-0.0313831	3.19152		
01:55:11	0.193136	1.77638		
01:55:26	0.0641484	2.57491		
01:55:41	0.164302	3.7159		
01:55:56	0.0785677	3.22412		
01:56:11	0.268839	3.46057		
01:56:26	0.216545	3.26375		
01:56:41	0.210926	4.16687		
01:56:56	0.167058	4.34972		
01:57:11	0.357808	3.2149		
01:57:26	0.238023	5.60477		
01:57:41	0.0908004	3.79124		
01:57:56	0.0133838	5.59245		
01:58:11	0.0680644	4.75947		
01:58:26	-0.0705815	4.9869		
01:58:41	0.0890887	4.62547		
01:58:56	0.171681	5.23302		
01:59:11	0.227544	5.02931		
01:59:26	0.352826	3.89176		
01:59:41	0.117713	5.35845		
01:59:56	0.0742081	4.9527		
02:00:11	-0.0849711	3.85373		
02:00:26	-0.982609	-0.267998		
02:00:41	-0.0191563	1.75681		
02:00:56	-0.106675	2.33146		
02:01:11	0.437536	3.27063		
02:01:26	-0.0313831	3.19152		
02:01:41	0.193136	1.77638		
02:01:56	0.0641484	2.57491		
02:02:11	0.164302	3.7159		
02:02:26	0.0785677	3.22412		
02:02:41	0.268839	3.46057		
02:02:56	0.216545	3.26375		
02:03:11	0.210926	4.16687		
02:03:26	0.167058	4.34972		
02:03:41	0.357808	3.2149		
02:03:56	0.653935	6.13221		
02:04:11	0.653935	6.13221		
02:04:26	0.615748	5.20342		
02:04:41	0.833426	6.50725		
02:04:56	0.678293	4.90248		
02:05:11	0.529645	6.00243		
02:05:26	0.647256	6.23008		
02:05:41	0.584788	6.57983		
02:05:55	0.805654	7.12266		
02:06:11	0.559023	6.67816		
02:06:26	0.598358	6.73504		
02:06:41	0.826688	6.86438		
02:06:56	0.601573	7.072		
02:07:11	179.44	1071.5		
02:07:26	203.43	1187.93		
02:07:41	7.59767	45.9452		
02:07:56	7.70827	43.5568		
02:08:11	7.66336	43.4018		
02:08:26	7.08052	40.5484		
02:08:40	7.05241	40.9073		
02:08:56	6.57394	36.2733		
02:09:11	6.04739	34.0298		
02:09:26	6.05492	32.7306		
02:09:40	6.64659	38.0494		
02:09:56	5.90619	32.1134		
02:10:11	5.80723	30.3866		
02:10:26	5.60572	29.5186		
02:10:41	35.9636	156.994		
02:10:56	1.20517	7.12073		
02:11:11	1.02132	5.78069		
02:11:26	0.980901	5.69925		
02:11:41	1.00166	6.14629		
02:11:56	1.27382	6.23488		
02:12:11	1.10342	6.8628		
02:12:26	1.0913	6.27758		
02:12:41	0.994516	6.73393		
02:12:56	0.66253	5.75445		
02:13:11	0.943111	7.21149		
02:13:26	0.68984	6.33388		
02:13:41	0.830019	6.0344		
02:13:56	0.879487	5.74476		
02:14:11	0.942816	6.64601		
02:14:26	0.853859	6.45084		
02:14:41	1.06447	6.63442		
02:14:56	0.754548	6.87665		
02:15:11	0.937592	7.19656		
02:15:26	0.817145	6.87031		
02:15:41	1.21802	6.68455		
02:15:56	0.971958	7.15776		
02:16:11	0.846343	6.57884		
02:16:26	0.816592	7.49722		
02:16:41	1.00058	7.69499		
02:16:56	0.779719	6.65555		
02:17:11	1.23881	7.14853		
02:17:26	1.01681	6.91917		
02:17:41	1.13645	6.91777		
02:17:56	0.95702	7.78003		
02:18:11	1.19875	7.55642		
02:18:26	1.1141	8.26127		
02:18:41	2.26815	18.4907		
02:18:56	147.486	1034.49		
02:19:11	158.858	1127.66		
02:19:26	6.17475	46.6836		
02:19:41	6.67731	45.8599		
02:19:56	6.42141	43.2274		
02:20:11	5.6717	38.2804		
02:20:26	5.33488	37.0944		
02:20:41	5.31292	35.8606		
02:20:56	4.90752	36.1214		
02:21:11	5.23379	36.0008		
02:21:26	4.87385	33.4241		
02:21:41	4.84677	31.6539		
02:21:56	4.8336	32.0025		
02:22:11	4.59158	31.3196		
02:22:26	17.9782	94.6561		
02:22:41	1.2445	6.49128		
02:22:56	0.854849	5.4044		
02:23:11	1.13633	6.16991		
02:23:26	1.00779	6.37952		
02:23:41	0.982048	5.75572		
02:23:56	1.0075	5.77835		
02:24:11	1.06611	4.84669		
02:24:26	0.967754	4.71281		
02:24:41	0.831391	6.22805		
02:24:56	0.765932	4.82127		
02:25:11	1.06028	5.85657		
02:25:26	0.87476	6.32344		
02:25:41	0.982167	6.53696		
02:25:56	0.902918	6.47775		
02:26:11	0.973399	6.11554		
02:26:26	1.00409	6.2286		
02:26:41	1.19706	6.34596		
02:26:56	0.831347	6.62213		
02:27:11	1.11405	7.29229		
02:27:26	1.10836	6.69732		
02:27:41	1.06825	7.17103		
02:27:56	1.02116	8.19526		
02:28:11	0.886104	6.30855		
02:28:26	1.07006	7.12448		
02:28:41	1.08745	7.40212		
02:28:56	1.0304	7.05508		
02:29:11	1.25909	6.25571		
02:29:26	1.05584	7.24661		
02:29:41	1.10336	6.8583		
02:29:56	1.12055	6.79076		
02:30:11	11.0067	82.3352		
02:30:26	137.032	1000.7		
02:30:41	127.324	923.13		
02:30:56	5.31182	37.863		
02:31:11	5.22697	38.3619		
02:31:26	4.91486	35.3463		
02:31:41	4.95046	33.7924		
02:31:56	4.64528	32.3161		
02:32:11	4.4251	30.213		
02:32:26	4.77427	32.5246		
02:32:41	4.47953	29.67		
02:32:56	4.66624	31.9572		
02:33:11	4.3887	29.9703		
02:33:26	4.33082	27.8268		
02:33:41	5.55364	36.6963		
02:33:56	8.28208	35.876		
02:34:11	1.04135	5.58896		
02:34:26	1.24707	5.80508		
02:34:41	0.919445	6.21623		
02:34:56	0.919169	5.09557		
02:35:11	0.870121	5.12144		
02:35:26	0.827565	5.53466		
02:35:41	0.946875	6.23057		
02:35:56	0.970064	6.38044		
02:36:11	1.00393	6.11581		
02:36:26	0.845026	5.48147		
02:36:41	0.778824	5.84343		
02:36:56	1.13075	5.16836		
02:37:11	1.12196	6.31948		
02:37:26	0.886347	5.92581		
02:37:41	1.04073	6.85646		
02:37:56	0.999231	5.87457		
02:38:11	1.02707	6.55811		
02:38:26	1.29238	6.89678		
02:38:41	1.02602	5.66967		
02:38:56	1.20003	6.43751		
02:39:11	1.24562	6.62681		
02:39:26	0.973006	6.78877		
02:39:41	1.23596	6.73582		
02:39:56	1.08885	6.46555		
02:40:11	0.834694	7.04351		
02:40:26	1.04715	7.19923		
02:40:41	1.00361	6.64539		
02:40:55	0.981594	7.34447		
02:41:11	1.20332	6.82293		
02:41:26	1.21295	7.66799		
02:41:41	1.06102	6.90038		
02:41:56	90.269	676.795		
02:42:11	125.921	932.55		
02:42:26	13.154	93.6836		
02:42:41	4.6343	34.272		
02:42:56	4.25347	32.0299		
02:43:11	4.51479	31.4928		
02:43:26	4.13956	30.5094		
02:43:41	4.30258	29.9852		
02:43:56	4.03858	28.8056		
02:44:11	4.22498	29.4024		
02:44:26	4.06794	28.1639		
02:44:41	4.23931	26.6996		
02:44:56	3.67288	25.6747		
02:45:11	4.19754	26.3027		
02:45:26	21.2447	96.3367		
02:45:41	1.23624	6.74797		
02:45:56	1.17552	5.77303		
02:46:11	1.05285	5.31741		
02:46:26	1.08892	5.59127		
02:46:41	1.29922	5.81649		
02:46:56	1.26095	6.36183		
02:47:11	0.934797	5.13745		
02:47:26	0.884261	5.92622		
02:47:41	0.957335	6.3286		
02:47:56	1.25821	6.32793		
02:48:11	0.99506	5.80963		
02:48:26	1.21935	6.20899		
02:48:41	1.10025	6.13839		
02:48:56	1.17694	6.89961		
02:49:11	1.05315	6.40513		
02:49:26	1.14783	6.15829		
02:49:41	1.23273	5.77023		
02:49:56	1.19339	6.50465		
02:50:11	1.17827	5.95814		
02:50:26	1.27897	6.51189		
02:50:41	1.26496	7.11303		
02:50:56	0.925003	5.96261		
02:51:11	1.17291	6.47498		
02:51:26	1.22282	6.89547		
02:51:41	0.951456	7.14764		
02:51:56	1.30429	7.05643		
02:52:11	1.16038	7.0105		
02:52:26	1.12129	7.04674		
02:52:41	0.91909	7.38092		
02:52:56	1.09501	7.0727		
02:53:12	1.21301	7.99842		
02:53:26	1.06534	8.55367		
02:53:41	97.1536	804.534		
02:53:56	111.593	871.272		
02:54:11	4.97056	35.9581		
02:54:26	4.66689	30.591		
02:54:41	4.04324	29.2927		
02:54:56	4.20446	28.8816		
02:55:11	3.88322	28.603		
02:55:26	3.74627	26.6186		
02:55:41	3.6577	28.0581		
02:55:56	3.4476	26.3006		
02:56:10	3.75374	25.2966		
02:56:26	3.75005	25.0561		
02:56:41	3.56612	26.5762		
02:56:56	3.60854	23.2315		
02:57:11	12.3237	54.205		
02:57:26	1.31889	6.07282		
02:57:41	1.18126	5.90946		
02:57:56	1.01902	5.63459		
02:58:11	1.23454	5.92157		
02:58:26	0.923348	5.08892		
02:58:41	1.21378	5.33309		
02:58:56	1.34129	5.51151		
02:59:11	1.19914	6.20982		
02:59:26	1.1152	5.67574		
02:59:41	1.00101	5.16942		
02:59:56	1.26011	6.3581		
03:00:11	1.19608	6.83136		
03:00:26	1.3154	5.76986		
03:00:41	1.04936	6.5142		
03:00:56	1.10285	6.50603		
03:01:11	0.94331	6.68097		
03:01:26	1.19405	6.49794		
03:01:41	0.987649	7.36623		
03:01:56	1.08372	6.59206		
03:02:11	1.18976	7.67276		
03:02:26	1.03699	6.58428		
03:02:41	1.09197	6.98837		
03:02:56	1.14245	5.69644		
03:03:11	1.34395	7.23114		
03:03:26	1.21391	6.93789		
03:03:41	1.15108	6.43474		
03:03:56	1.2841	7.14268		
03:04:11	1.22941	6.92205		
03:04:26	1.21601	7.58724		
03:04:41	1.17138	6.91589		
03:04:56	1.30231	7.61412		
03:05:11	6.53467	47.0224		
03:05:26	89.4782	758.918		
03:05:41	90.8114	754.113		
03:05:56	3.76268	29.7117		
03:06:11	3.85922	27.3314		
03:06:26	3.52966	25.7581		
03:06:41	3.69916	27.0242		
03:06:56	3.40649	25.9633		
03:07:11	3.37439	24.8991		
03:07:25	3.43284	24.3741		
03:07:41	3.42275	24.3402		
03:07:56	3.44693	23.2427		
03:08:11	3.43736	22.8396		
03:08:26	3.48143	24.2884		
03:08:41	12.9211	79.3645		
03:08:56	1.54682	6.32898		
03:09:11	1.22967	5.39923		
03:09:26	1.32269	5.04841		
03:09:41	1.27522	5.47858		
03:09:56	1.2293	5.29162		
03:10:11	1.34051	5.65632		
03:10:26	1.14789	4.50703		
03:10:41	1.09369	5.08469		
03:10:56	1.20077	5.62851		
03:11:11	1.26731	5.90907		
03:11:26	1.43307	6.51524		
03:11:41	1.27041	6.24707		
03:11:56	1.09894	5.90658		
03:12:11	1.31214	5.40028		
03:12:26	1.17738	5.32337		
03:12:41	1.08929	5.97047		
03:12:56	1.32426	5.85352		
03:13:11	1.29932	6.75117		
03:13:26	1.52781	6.99547		
03:13:41	1.3613	7.71342		
03:13:56	1.16955	6.99719		
03:14:11	1.23198	6.52627		
03:14:26	1.26468	6.82902		
03:14:41	1.35112	6.78024		
03:14:55	1.07755	7.01459		
03:15:11	0.976308	7.5619		
03:15:26	1.23999	7.35364		
03:15:41	1.09081	7.0057		
03:15:56	1.11482	7.07176		
03:16:11	1.39077	7.5204		
03:16:26	1.1734	7.13488		
03:16:41	1.2031	8.52501		
03:16:56	3.92597	28.7806		
03:17:11	75.3673	695.775		
03:17:26	76.9476	675.177		
03:17:41	3.56934	28.0398		
03:17:56	3.28266	26.8637		
03:18:11	3.36509	25.3956		
03:18:26	3.47457	24.2772		
03:18:41	3.33762	25.2123		
03:18:56	3.12909	21.9461		
03:19:11	3.14499	23.1787		
03:19:26	3.03352	22.2734		
03:19:40	2.92982	20.9992		
03:19:56	3.44321	22.3619		
